[Performance Sweep]
Speed (m/s),Flight Time (min),Range (km),Power Fwd (W),Power Hov (W),Thrust Fwd (N),Thrust Hov (N),Disk Loading (N/m²),Hover Wind Resistance (m/s),Prop Solidity (σ)
15.375,26.964227708790315,24.87450006135907,1172.602531624065,866.8028549998922,162.77788589702448,180.574537155222,82.50120433822056,48.64055870336398,0.1400563499208679
15.4625,26.85615254612396,24.915795524666503,1177.692629878996,863.9472279212796,162.7987850003763,180.78809720356196,82.50120433822056,48.64055870336398,0.1400563499208679
15.55,26.74607980510353,24.954092458161593,1182.9190874428393,861.1310006394076,162.82003917444467,181.00286918569873,82.50120433822056,48.64055870336398,0.1400563499208679
15.6375,26.63406815363977,24.989414445152512,1188.281949824223,858.3536637048566,162.8416523400344,181.21885310163233,82.50120433822056,48.64055870336398,0.1400563499208679
15.725,26.520176387721744,25.021786421815463,1193.781270065002,855.614714792044,162.86362843641837,181.43604895136275,82.50120433822056,48.64055870336398,0.1400563499208679
15.8125,26.40446337213317,25.05123462431134,1199.4171086707297,852.9136586561991,162.8859714212381,181.65445673489,82.50120433822056,48.64055870336398,0.1400563499208679
15.9,26.286987982694146,25.077786535490215,1205.189533537641,850.3502393536887,162.9086852704026,181.8740764522141,82.50120433822056,48.64055870336398,0.1400563499208679
15.9875,26.167809050087502,25.10147083129644,1211.098619876475,847.9156312076824,162.9317739779858,182.09490810333497,82.50120433822056,48.64055870336398,0.1400563499208679
16.075,26.046985305322494,25.12231732698354,1217.144450133488,845.516744357855,162.95524155612264,182.3169516882527,82.50120433822056,48.64055870336398,0.1400563499208679
16.1625,25.92457532688323,25.140356923245015,1223.3271139089557,843.1531247374527,162.97909203490335,182.54020720696724,82.50120433822056,48.64055870336398,0.1400563499208679
16.25,25.800637489603886,25.155621552363787,1229.6467078734518,840.8243248882133,163.00332946226632,182.7646746594786,82.50120433822056,48.64055870336398,0.1400563499208679
16.3375,25.675229915306545,25.16814412447924,1236.1033356821783,838.5299038988479,163.02795790388976,182.99035404578677,82.50120433822056,48.64055870336398,0.1400563499208679
16.425,25.548410425232866,25.17795847406699,1242.6971078875881,836.2694273411554,163.05298144308117,183.21724536589176,82.50120433822056,48.64055870336398,0.1400563499208679
16.5125,25.4202364942951,25.185099306722865,1249.4281418505302,834.0424672040231,163.07840418066576,183.4453486197936,82.50120433822056,48.64055870336398,0.1400563499208679
16.6,25.29076520716642,25.189602146337755,1256.2965616501474,831.8486016475381,163.10423023487326,183.67466380749224,82.50120433822056,48.64055870336398,0.1400563499208679
16.6875,25.16005321622644,25.191503282746723,1263.3024979927063,829.687415642737,163.13046374122283,183.9051909289877,82.50120433822056,48.64055870336398,0.1400563499208679
16.775,25.028156701371998,25.190839719930914,1270.4460881195537,827.5584998407353,163.15710885240685,184.13692998428,82.50120433822056,48.64055870336398,0.1400563499208679
16.8625,24.895131331698934,25.1876491248464,1277.7274757143753,825.4614512043177,163.18416973817273,184.3698809733691,82.50120433822056,48.64055870336398,0.1400563499208679
16.95,24.761032229056344,25.1819697769503,1285.1468108099002,823.395872759306,163.21165058520333,184.60404389625504,82.50120433822056,48.64055870336398,0.1400563499208679
17.0375,24.625913933469615,25.173840518489317,1292.704249694221,821.3613735202837,163.23955559699587,184.8394187529378,82.50120433822056,48.64055870336398,0.1400563499208679
17.125,24.489830370425675,25.16330070561238,1300.3999548168285,819.3575684155596,163.26788899373895,185.07600554341738,82.50120433822056,48.64055870336398,0.1400563499208679
17.2125,24.352834820008354,25.150390160363624,1308.2340946945285,817.3840782115113,163.29665501218824,185.31380426769377,82.50120433822056,48.64055870336398,0.1400563499208679
17.3,24.214979887869514,25.135149123608556,1316.2068438173162,815.4405294364393,163.32585790554032,185.552814925767,82.50120433822056,48.64055870336398,0.1400563499208679
17.3875,24.076317478017113,25.11761820894135,1324.3183825543354,813.526554304061,163.35550194330511,185.79303751763703,82.50120433822056,48.64055870336398,0.1400563499208679
17.475,23.936898767398162,25.097838357616975,1332.5688970600183,811.6417906367564,163.38559141117656,186.0344720433039,82.50120433822056,48.64055870336398,0.1400563499208679
17.5625,23.79677418225214,25.075850794548195,1340.9585791804739,809.78588178867,163.41613061090166,186.2771185027676,82.50120433822056,48.64055870336398,0.1400563499208679
17.65,23.655993376206226,25.05169698540239,1349.487626360237,807.9584765687778,163.44712386014788,186.5209768960281,82.50120433822056,48.64055870336398,0.1400563499208679
17.7375,23.514605210082586,25.025418594830388,1358.1562415494204,806.1592291639965,163.47857549236895,186.76604722308542,82.50120433822056,48.64055870336398,0.1400563499208679
17.825,23.372657733384095,24.997057445854292,1366.9646331113543,804.387799062429,163.510489856669,187.01232948393957,82.50120433822056,48.64055870336398,0.1400563499208679
17.9125,23.230198167423502,24.966655480438412,1375.9130147307744,802.6438509768218,163.5428713176651,187.25982367859055,82.50120433822056,48.64055870336398,0.1400563499208679
18.0,23.087272890058724,24.934254721263425,1385.0016053225986,800.9270547683012,163.5757242553479,187.50852980703834,82.50120433822056,48.64055870336398,0.1400563499208679

[Metrics]
Metric,Value
── Battery ──,
── Motor @ Operating Point ──,
── Total Drive & Power ──,
── Propeller & Rotor ──,
── Flight Performance ──,
── Thermal Estimates ──,
── Environment & Design ──,
